time,TP9,AF7,AF8,TP10,AUX
1731719172728.875,-25.390625,606.93359375,973.14453125,-217.7734375,NaN
1731719172732.7812,227.05078125,925.29296875,999.51171875,-11.23046875,NaN
1731719172736.6875,-245.60546875,16.6015625,541.015625,-44.43359375,NaN
1731719172740.5938,-612.79296875,-481.4453125,347.16796875,-326.66015625,NaN
1731719172744.5,-243.65234375,174.31640625,817.87109375,-367.1875,NaN
1731719172748.4062,128.90625,677.734375,999.51171875,-168.45703125,NaN
1731719172752.3125,-213.37890625,233.3984375,770.99609375,-154.296875,NaN
1731719172756.2188,-660.64453125,-317.87109375,423.33984375,-329.1015625,NaN
1731719172760.125,-435.546875,-690.91796875,171.875,-412.59765625,NaN
1731719172764.0312,-22.4609375,235.83984375,678.7109375,-368.1640625,NaN
1731719172767.9375,-126.46484375,791.9921875,952.63671875,-222.65625,NaN
1731719172771.8438,-593.26171875,-470.21484375,174.31640625,-289.55078125,NaN
1731719172775.75,-642.08984375,-321.77734375,324.21875,-533.203125,NaN
1731719172779.6562,-136.71875,859.375,999.51171875,-442.87109375,NaN
1731719172783.5625,0,926.26953125,985.83984375,-187.5,NaN
1731719172787.4688,-468.75,-204.1015625,268.5546875,-235.83984375,NaN
1731719172791.375,-682.12890625,-692.87109375,-115.72265625,-459.9609375,NaN
1731719172795.2812,-256.34765625,280.2734375,651.3671875,-472.65625,NaN
1731719172799.1875,50.29296875,645.01953125,999.51171875,-271.484375,NaN
1731719172803.0938,-270.01953125,-412.109375,-48.828125,-155.76171875,NaN
1731719172807,-700.1953125,-1000,-924.8046875,-391.6015625,NaN
1731719172810.9062,-484.375,117.67578125,238.76953125,-582.51953125,NaN
1731719172814.8125,55.17578125,999.51171875,999.51171875,-308.10546875,NaN
1731719172818.7188,-144.04296875,219.7265625,394.53125,-158.203125,NaN
1731719172822.625,-680.17578125,-681.15234375,-335.9375,-380.37109375,NaN
1731719172826.5312,-560.05859375,166.9921875,344.7265625,-541.9921875,NaN
1731719172830.4375,12.6953125,999.51171875,999.51171875,-324.70703125,NaN
1731719172834.3438,-5.37109375,482.91015625,563.96484375,-119.140625,NaN
1731719172838.25,-526.85546875,-646.484375,-411.62109375,-257.32421875,NaN
1731719172842.1562,-607.421875,-643.5546875,-392.08984375,-473.6328125,NaN
1731719172846.0625,-89.35546875,480.46875,571.77734375,-376.46484375,NaN
1731719172849.9688,118.1640625,217.7734375,343.26171875,-115.234375,NaN
1731719172853.875,-407.71484375,-658.69140625,-416.015625,-232.91015625,NaN
1731719172857.7812,-677.24609375,-415.52734375,-199.70703125,-457.51953125,NaN
1731719172861.6875,-188.4765625,229.98046875,367.67578125,-383.30078125,NaN
1731719172865.5938,155.2734375,493.1640625,568.359375,-164.55078125,NaN
1731719172869.5,-252.9296875,18.5546875,107.421875,-174.8046875,NaN
1731719172873.4062,-640.625,-395.5078125,-267.578125,-382.8125,NaN
1731719172877.3125,-338.37890625,32.71484375,106.93359375,-424.31640625,NaN
1731719172881.2188,166.9921875,743.1640625,678.22265625,-230.46875,NaN
1731719172885.125,6.8359375,343.75,331.0546875,-99.609375,NaN
1731719172889.0312,-543.9453125,-752.44140625,-526.3671875,-250.48828125,NaN
1731719172892.9375,-444.82421875,-892.578125,-566.40625,-393.5546875,NaN
1731719172896.8438,81.0546875,-36.62109375,136.23046875,-271.484375,NaN
1731719172900.75,26.3671875,632.8125,625.9765625,-167.48046875,NaN
1731719172904.6562,-459.9609375,-64.453125,45.41015625,-213.37890625,NaN
1731719172908.5625,-567.87109375,-306.15234375,-112.79296875,-416.50390625,NaN
1731719172912.4688,-64.453125,628.90625,628.90625,-359.86328125,NaN
1731719172916.375,191.40625,768.5546875,724.12109375,-92.28515625,NaN
1731719172920.2812,-259.27734375,-116.2109375,41.015625,-136.71875,NaN
1731719172924.1875,-564.94140625,-826.66015625,-524.90234375,-363.76953125,NaN
1731719172928.0938,-214.35546875,102.5390625,252.9296875,-407.2265625,NaN
1731719172932,212.40234375,925.78125,918.45703125,-147.94921875,NaN
1731719172935.9062,-63.96484375,-113.28125,120.60546875,-19.04296875,NaN
1731719172939.8125,-510.7421875,-1000,-842.7734375,-219.7265625,NaN
1731719172943.7188,-349.12109375,-264.6484375,-216.30859375,-420.41015625,NaN
1731719172947.625,115.234375,999.51171875,999.51171875,-245.60546875,NaN
1731719172951.5312,45.8984375,326.171875,422.8515625,-32.2265625,NaN
1731719172955.4375,-464.35546875,-899.4140625,-598.6328125,-217.28515625,NaN
1731719172959.3438,-481.4453125,-242.67578125,-79.1015625,-428.22265625,NaN
1731719172963.25,59.5703125,999.51171875,972.65625,-277.83203125,NaN
1731719172967.1562,236.81640625,375.9765625,491.69921875,13.18359375,NaN
1731719172971.0625,-317.3828125,-1000,-809.08203125,-67.87109375,NaN
1731719172974.9688,-588.8671875,-850.5859375,-693.84765625,-350.09765625,NaN
1731719172978.875,-124.0234375,558.10546875,634.765625,-369.62890625,NaN
1731719172982.7812,248.046875,415.52734375,561.5234375,-40.0390625,NaN
