time,TP9,AF7,AF8,TP10,AUX
1731719370226.625,-153.3203125,625.9765625,-843.75,-104.00390625,NaN
1731719370230.5312,-125.9765625,637.6953125,-937.01171875,-132.32421875,NaN
1731719370234.4375,-47.36328125,590.33203125,-933.59375,-86.9140625,NaN
1731719370238.3438,-64.94140625,544.921875,-939.453125,-32.71484375,NaN
1731719370242.25,-146.97265625,514.6484375,-981.93359375,-73.73046875,NaN
1731719370246.1562,-132.8125,443.84765625,-988.28125,-124.0234375,NaN
1731719370250.0625,-64.453125,427.24609375,-1000,-96.6796875,NaN
1731719370253.9688,-49.8046875,262.20703125,-1000,-36.1328125,NaN
1731719370257.875,-101.5625,642.578125,-792.48046875,-39.55078125,NaN
1731719370261.7812,-130.37109375,876.953125,-758.30078125,-91.796875,NaN
1731719370265.6875,-58.59375,575.68359375,-987.79296875,-80.078125,NaN
1731719370269.5938,-11.23046875,576.171875,-924.8046875,-14.6484375,NaN
1731719370273.5,-85.9375,844.23828125,-490.72265625,-32.71484375,NaN
1731719370277.4062,-122.0703125,662.109375,-692.3828125,-80.56640625,NaN
1731719370281.3125,-42.48046875,496.09375,-1000,-47.8515625,NaN
1731719370285.2188,17.578125,754.39453125,-659.66796875,10.7421875,NaN
1731719370289.125,-38.57421875,752.9296875,-393.5546875,-16.11328125,NaN
1731719370293.0312,-109.86328125,500.48828125,-844.7265625,-87.40234375,NaN
1731719370296.9375,-58.59375,261.23046875,-1000,-86.9140625,NaN
1731719370300.8438,16.11328125,303.22265625,-985.3515625,-41.50390625,NaN
1731719370304.75,-25.87890625,821.2890625,-748.53515625,-35.15625,NaN
1731719370308.6562,-99.609375,849.609375,-522.4609375,-52.734375,NaN
1731719370312.5625,-68.84765625,454.58984375,-853.02734375,-43.45703125,NaN
1731719370316.4688,-2.44140625,597.16796875,-874.51171875,-40.0390625,NaN
1731719370320.375,-25.390625,910.64453125,-403.80859375,-38.57421875,NaN
1731719370324.2812,-86.9140625,826.66015625,-287.109375,-38.57421875,NaN
1731719370328.1875,-91.796875,588.8671875,-747.0703125,-70.3125,NaN
1731719370332.0938,-37.109375,569.3359375,-954.58984375,-67.87109375,NaN
1731719370336,3.90625,767.578125,-704.58984375,-20.99609375,NaN
1731719370339.9062,-45.8984375,544.43359375,-853.02734375,-12.6953125,NaN
1731719370343.8125,-97.16796875,119.62890625,-1000,-30.2734375,NaN
1731719370347.7188,-39.0625,601.5625,-1000,-41.50390625,NaN
1731719370351.625,28.3203125,999.51171875,-828.125,-17.578125,NaN
1731719370355.5312,-22.4609375,878.90625,-714.84375,9.765625,NaN
1731719370359.4375,-89.84375,816.89453125,-935.05859375,-24.4140625,NaN
1731719370363.3438,-63.4765625,958.0078125,-1000,-61.03515625,NaN
1731719370367.25,5.37109375,984.375,-973.6328125,-49.31640625,NaN
1731719370371.1562,1.953125,935.546875,-919.43359375,-12.6953125,NaN
1731719370375.0625,-71.77734375,938.96484375,-888.671875,-9.765625,NaN
1731719370378.9688,-71.77734375,973.14453125,-976.07421875,-51.26953125,NaN
1731719370382.875,-5.859375,976.5625,-991.2109375,-47.36328125,NaN
1731719370386.7812,15.13671875,926.7578125,-954.1015625,0,NaN
1731719370390.6875,-48.33984375,923.33984375,-979.98046875,-16.6015625,NaN
1731719370394.5938,-75.68359375,981.4453125,-985.3515625,-57.6171875,NaN
1731719370398.5,-18.06640625,973.14453125,-998.53515625,-44.921875,NaN
1731719370402.4062,14.16015625,843.26171875,-1000,-9.765625,NaN
1731719370406.3125,-67.3828125,886.71875,-794.921875,-32.2265625,NaN
1731719370410.2188,-125.9765625,999.51171875,-749.51171875,-82.51953125,NaN
1731719370414.125,-58.10546875,918.9453125,-991.2109375,-80.56640625,NaN
1731719370418.0312,1.953125,751.953125,-1000,-32.2265625,NaN
1731719370421.9375,-39.0625,896.484375,-743.65234375,-22.94921875,NaN
1731719370425.8438,-102.05078125,999.51171875,-656.25,-45.8984375,NaN
1731719370429.75,-88.8671875,862.3046875,-955.078125,-66.40625,NaN
1731719370433.6562,-22.4609375,723.6328125,-1000,-56.15234375,NaN
1731719370437.5625,-9.27734375,898.92578125,-843.75,-15.13671875,NaN
1731719370441.4688,-69.82421875,999.51171875,-770.01953125,-24.4140625,NaN
1731719370445.375,-64.94140625,841.30859375,-964.35546875,-46.38671875,NaN
1731719370449.2812,-12.20703125,470.21484375,-1000,-14.6484375,NaN
1731719370453.1875,-7.8125,854.00390625,-637.20703125,4.8828125,NaN
1731719370457.0938,-64.94140625,999.51171875,-428.7109375,-52.734375,NaN
